farmer_id,grid_id,lat,lon,data_f
106,31,22.185,71.195,
107,31,22.185,71.195,
108,31,22.185,71.195,
109,31,22.185,71.195,
110,32,22.185,71.205,
111,32,22.185,71.205,
112,32,22.185,71.205,
113,32,22.185,71.205,
114,32,22.185,71.205,
115,32,22.185,71.205,
116,32,22.185,71.205,
117,32,22.185,71.205,
118,32,22.185,71.205,
119,32,22.185,71.205,
120,32,22.185,71.205,
121,32,22.185,71.205,
122,32,22.185,71.205,
123,32,22.185,71.205,
124,32,22.185,71.205,
125,32,22.185,71.205,
126,32,22.185,71.205,
127,32,22.185,71.205,
128,32,22.185,71.205,
129,32,22.185,71.205,
130,32,22.185,71.205,
131,32,22.185,71.205,
132,32,22.185,71.205,
133,32,22.185,71.205,
134,32,22.185,71.205,
135,33,22.185,71.215,
136,33,22.185,71.215,
137,33,22.185,71.215,
138,33,22.185,71.215,
139,33,22.185,71.215,
140,33,22.185,71.215,
141,33,22.185,71.215,
142,33,22.185,71.215,
143,33,22.185,71.215,
144,33,22.185,71.215,
145,33,22.185,71.215,
146,33,22.185,71.215,
147,33,22.185,71.215,
148,33,22.185,71.215,
149,33,22.185,71.215,
150,33,22.185,71.215,
151,33,22.185,71.215,
152,33,22.185,71.215,
153,33,22.185,71.215,
154,33,22.185,71.215,
155,34,22.185,71.225,
156,34,22.185,71.225,
157,34,22.185,71.225,
158,35,22.185,71.235,
159,36,22.185,71.245,
160,37,22.185,71.255,
161,38,22.185,71.265,
162,39,22.185,71.275,
163,40,22.185,71.285,
164,41,22.185,71.295,
165,42,22.185,71.305,
166,43,22.185,71.315,
167,44,22.175,70.885,
168,45,22.175,70.895,
169,46,22.175,70.905,
170,47,22.175,70.915,
171,48,22.175,70.925,
172,49,22.175,70.935,
173,50,22.175,70.945,
174,51,22.175,70.955,
175,52,22.175,70.965,
176,53,22.175,70.975,
177,54,22.175,70.985,
178,54,22.175,70.985,
179,54,22.175,70.985,
180,55,22.175,70.995,
181,55,22.175,70.995,
182,55,22.175,70.995,
183,55,22.175,70.995,
184,55,22.175,70.995,
185,55,22.175,70.995,
186,55,22.175,70.995,
187,56,22.175,71.005,
188,56,22.175,71.005,
189,56,22.175,71.005,
190,56,22.175,71.005,
191,56,22.175,71.005,
192,56,22.175,71.005,
193,57,22.175,71.015,
194,57,22.175,71.015,
195,57,22.175,71.015,
196,57,22.175,71.015,
197,58,22.175,71.025,
198,58,22.175,71.025,
199,58,22.175,71.025,
200,58,22.175,71.025,
201,59,22.175,71.035,
202,59,22.175,71.035,
203,59,22.175,71.035,
204,60,22.175,71.045,
205,61,22.175,71.055,
206,62,22.175,71.065,
207,63,22.175,71.075,
208,64,22.175,71.085,
209,65,22.175,71.095,
210,66,22.175,71.105,
211,67,22.175,71.115,
212,68,22.175,71.125,
213,69,22.175,71.135,
214,70,22.175,71.145,
215,70,22.175,71.145,
216,70,22.175,71.145,
217,70,22.175,71.145,
218,71,22.175,71.155,
219,71,22.175,71.155,
220,71,22.175,71.155,
221,71,22.175,71.155,
222,71,22.175,71.155,
223,71,22.175,71.155,
224,71,22.175,71.155,
225,71,22.175,71.155,
226,71,22.175,71.155,
227,71,22.175,71.155,
228,72,22.175,71.165,
229,72,22.175,71.165,
230,72,22.175,71.165,
231,72,22.175,71.165,
232,72,22.175,71.165,
233,72,22.175,71.165,
234,72,22.175,71.165,
235,72,22.175,71.165,
236,72,22.175,71.165,
237,72,22.175,71.165,
238,72,22.175,71.165,
239,72,22.175,71.165,
240,72,22.175,71.165,
241,72,22.175,71.165,
242,72,22.175,71.165,
243,72,22.175,71.165,
244,72,22.175,71.165,
245,72,22.175,71.165,
246,72,22.175,71.165,
247,72,22.175,71.165,
248,72,22.175,71.165,
249,72,22.175,71.165,
250,72,22.175,71.165,
251,72,22.175,71.165,
252,72,22.175,71.165,
253,72,22.175,71.165,
254,72,22.175,71.165,
255,73,22.175,71.175,
256,73,22.175,71.175,
257,73,22.175,71.175,
258,73,22.175,71.175,
259,73,22.175,71.175,
260,73,22.175,71.175,
261,73,22.175,71.175,
262,73,22.175,71.175,
263,73,22.175,71.175,
264,73,22.175,71.175,
265,73,22.175,71.175,
266,73,22.175,71.175,
267,73,22.175,71.175,
268,73,22.175,71.175,
269,73,22.175,71.175,
270,73,22.175,71.175,
271,73,22.175,71.175,
272,73,22.175,71.175,
273,73,22.175,71.175,
274,73,22.175,71.175,
275,73,22.175,71.175,
276,73,22.175,71.175,
277,73,22.175,71.175,
278,73,22.175,71.175,
279,73,22.175,71.175,
280,73,22.175,71.175,
281,73,22.175,71.175,
282,73,22.175,71.175,
283,73,22.175,71.175,
284,73,22.175,71.175,
285,73,22.175,71.175,
286,73,22.175,71.175,
287,73,22.175,71.175,
288,73,22.175,71.175,
289,73,22.175,71.175,
290,73,22.175,71.175,
291,73,22.175,71.175,
292,73,22.175,71.175,
293,74,22.175,71.185,
294,74,22.175,71.185,
295,74,22.175,71.185,
296,74,22.175,71.185,
297,74,22.175,71.185,
298,74,22.175,71.185,
299,74,22.175,71.185,
300,74,22.175,71.185,
301,74,22.175,71.185,
302,74,22.175,71.185,
303,74,22.175,71.185,
304,74,22.175,71.185,
305,74,22.175,71.185,
306,74,22.175,71.185,
307,74,22.175,71.185,
308,74,22.175,71.185,
309,74,22.175,71.185,
310,74,22.175,71.185,
311,74,22.175,71.185,
312,74,22.175,71.185,
313,74,22.175,71.185,
314,74,22.175,71.185,
315,74,22.175,71.185,
316,74,22.175,71.185,
317,74,22.175,71.185,
318,74,22.175,71.185,
319,74,22.175,71.185,
320,74,22.175,71.185,
321,74,22.175,71.185,
322,74,22.175,71.185,
323,74,22.175,71.185,
324,74,22.175,71.185,
325,74,22.175,71.185,
326,74,22.175,71.185,
327,75,22.175,71.195,
328,75,22.175,71.195,
329,75,22.175,71.195,
330,75,22.175,71.195,
331,75,22.175,71.195,
332,75,22.175,71.195,
333,75,22.175,71.195,
334,75,22.175,71.195,
335,75,22.175,71.195,
336,75,22.175,71.195,
337,75,22.175,71.195,
338,75,22.175,71.195,
339,75,22.175,71.195,
340,75,22.175,71.195,
341,75,22.175,71.195,
342,75,22.175,71.195,
343,75,22.175,71.195,
344,75,22.175,71.195,
345,75,22.175,71.195,
346,75,22.175,71.195,
347,75,22.175,71.195,
348,75,22.175,71.195,
349,75,22.175,71.195,
350,75,22.175,71.195,
351,75,22.175,71.195,
352,75,22.175,71.195,
353,75,22.175,71.195,
354,75,22.175,71.195,
355,75,22.175,71.195,
356,75,22.175,71.195,
357,76,22.175,71.205,
358,76,22.175,71.205,
359,76,22.175,71.205,
360,76,22.175,71.205,
361,76,22.175,71.205,
362,76,22.175,71.205,
363,76,22.175,71.205,
364,76,22.175,71.205,
365,76,22.175,71.205,
366,76,22.175,71.205,
367,76,22.175,71.205,
368,76,22.175,71.205,
369,76,22.175,71.205,
370,76,22.175,71.205,
371,76,22.175,71.205,
372,76,22.175,71.205,
373,76,22.175,71.205,
374,76,22.175,71.205,
375,76,22.175,71.205,
376,76,22.175,71.205,
377,76,22.175,71.205,
378,76,22.175,71.205,
379,76,22.175,71.205,
380,76,22.175,71.205,
381,76,22.175,71.205,
382,76,22.175,71.205,
383,76,22.175,71.205,
384,76,22.175,71.205,
385,76,22.175,71.205,
386,76,22.175,71.205,
387,76,22.175,71.205,
388,77,22.175,71.215,
389,77,22.175,71.215,
390,77,22.175,71.215,
391,77,22.175,71.215,
392,77,22.175,71.215,
393,77,22.175,71.215,
394,77,22.175,71.215,
395,77,22.175,71.215,
396,77,22.175,71.215,
397,77,22.175,71.215,
398,77,22.175,71.215,
399,77,22.175,71.215,
400,77,22.175,71.215,
401,77,22.175,71.215,
402,77,22.175,71.215,
403,77,22.175,71.215,
404,77,22.175,71.215,
405,77,22.175,71.215,
406,77,22.175,71.215,
407,77,22.175,71.215,
408,77,22.175,71.215,
409,77,22.175,71.215,
410,77,22.175,71.215,
411,77,22.175,71.215,
412,77,22.175,71.215,
413,77,22.175,71.215,
414,77,22.175,71.215,
415,77,22.175,71.215,
416,77,22.175,71.215,
417,77,22.175,71.215,
418,77,22.175,71.215,
419,77,22.175,71.215,
420,77,22.175,71.215,
421,77,22.175,71.215,
422,78,22.175,71.225,
423,78,22.175,71.225,
424,78,22.175,71.225,
425,78,22.175,71.225,
426,78,22.175,71.225,
427,78,22.175,71.225,
428,78,22.175,71.225,
429,78,22.175,71.225,
430,78,22.175,71.225,
431,78,22.175,71.225,
432,79,22.175,71.235,
433,80,22.175,71.245,
434,81,22.175,71.255,
435,82,22.175,71.265,
436,83,22.175,71.275,
437,84,22.175,71.285,
438,85,22.175,71.295,
439,86,22.175,71.305,
440,87,22.175,71.315,
441,88,22.165,70.885,
442,89,22.165,70.895,
443,90,22.165,70.905,
444,91,22.165,70.915,
445,92,22.165,70.925,
446,93,22.165,70.935,
447,94,22.165,70.945,
448,95,22.165,70.955,
449,96,22.165,70.965,
450,97,22.165,70.975,
451,98,22.165,70.985,
452,98,22.165,70.985,
453,98,22.165,70.985,
454,98,22.165,70.985,
455,98,22.165,70.985,
456,98,22.165,70.985,
457,98,22.165,70.985,
458,98,22.165,70.985,
459,98,22.165,70.985,
460,98,22.165,70.985,
461,98,22.165,70.985,
462,98,22.165,70.985,
463,98,22.165,70.985,
464,98,22.165,70.985,
465,98,22.165,70.985,
466,98,22.165,70.985,
467,99,22.165,70.995,
468,99,22.165,70.995,
469,99,22.165,70.995,
470,99,22.165,70.995,
471,99,22.165,70.995,
472,99,22.165,70.995,
473,99,22.165,70.995,
474,99,22.165,70.995,
475,99,22.165,70.995,
476,99,22.165,70.995,
477,99,22.165,70.995,
478,99,22.165,70.995,
479,99,22.165,70.995,
480,99,22.165,70.995,
481,99,22.165,70.995,
482,99,22.165,70.995,
483,99,22.165,70.995,
484,99,22.165,70.995,
485,99,22.165,70.995,
486,99,22.165,70.995,
487,99,22.165,70.995,
488,99,22.165,70.995,
489,99,22.165,70.995,
490,99,22.165,70.995,
491,99,22.165,70.995,
492,99,22.165,70.995,
493,99,22.165,70.995,
494,99,22.165,70.995,
495,99,22.165,70.995,
496,99,22.165,70.995,
497,99,22.165,70.995,
498,99,22.165,70.995,
499,99,22.165,70.995,
500,99,22.165,70.995,
501,100,22.165,71.005,
502,100,22.165,71.005,
503,100,22.165,71.005,
504,100,22.165,71.005,
505,100,22.165,71.005,
506,100,22.165,71.005,
507,100,22.165,71.005,
508,100,22.165,71.005,
509,100,22.165,71.005,
510,100,22.165,71.005,
511,100,22.165,71.005,
512,100,22.165,71.005,
513,100,22.165,71.005,
514,100,22.165,71.005,
515,100,22.165,71.005,
516,100,22.165,71.005,
517,100,22.165,71.005,
518,100,22.165,71.005,
519,100,22.165,71.005,
520,100,22.165,71.005,
521,100,22.165,71.005,
522,100,22.165,71.005,
523,100,22.165,71.005,
524,100,22.165,71.005,
525,100,22.165,71.005,
526,100,22.165,71.005,
527,100,22.165,71.005,
528,100,22.165,71.005,
529,100,22.165,71.005,
530,100,22.165,71.005,
531,100,22.165,71.005,
532,100,22.165,71.005,
533,100,22.165,71.005,
534,100,22.165,71.005,
535,101,22.165,71.015,
536,101,22.165,71.015,
537,101,22.165,71.015,
538,101,22.165,71.015,
539,101,22.165,71.015,
540,101,22.165,71.015,
541,101,22.165,71.015,
542,101,22.165,71.015,
543,101,22.165,71.015,
544,101,22.165,71.015,
545,101,22.165,71.015,
546,101,22.165,71.015,
547,101,22.165,71.015,
548,101,22.165,71.015,
549,101,22.165,71.015,
550,101,22.165,71.015,
551,101,22.165,71.015,
552,101,22.165,71.015,
553,101,22.165,71.015,
554,101,22.165,71.015,
555,101,22.165,71.015,
556,101,22.165,71.015,
557,101,22.165,71.015,
558,101,22.165,71.015,
559,101,22.165,71.015,
560,101,22.165,71.015,
561,101,22.165,71.015,
562,101,22.165,71.015,
563,101,22.165,71.015,
564,101,22.165,71.015,
565,101,22.165,71.015,
566,102,22.165,71.025,
567,102,22.165,71.025,
568,102,22.165,71.025,
569,102,22.165,71.025,
570,102,22.165,71.025,
571,102,22.165,71.025,
572,102,22.165,71.025,
573,102,22.165,71.025,
574,102,22.165,71.025,
575,102,22.165,71.025,
576,102,22.165,71.025,
577,102,22.165,71.025,
578,102,22.165,71.025,
579,102,22.165,71.025,
580,102,22.165,71.025,
581,102,22.165,71.025,
582,102,22.165,71.025,
583,102,22.165,71.025,
584,102,22.165,71.025,
585,102,22.165,71.025,
586,102,22.165,71.025,
587,102,22.165,71.025,
588,102,22.165,71.025,
589,102,22.165,71.025,
590,102,22.165,71.025,
591,102,22.165,71.025,
592,102,22.165,71.025,
593,102,22.165,71.025,
594,103,22.165,71.035,
595,103,22.165,71.035,
596,103,22.165,71.035,
597,103,22.165,71.035,
598,103,22.165,71.035,
599,103,22.165,71.035,
600,103,22.165,71.035,
601,103,22.165,71.035,
602,103,22.165,71.035,
603,103,22.165,71.035,
604,103,22.165,71.035,
605,103,22.165,71.035,
606,103,22.165,71.035,
607,103,22.165,71.035,
608,103,22.165,71.035,
609,103,22.165,71.035,
610,103,22.165,71.035,
611,103,22.165,71.035,
612,103,22.165,71.035,
613,103,22.165,71.035,
614,104,22.165,71.045,
615,104,22.165,71.045,
616,104,22.165,71.045,
617,104,22.165,71.045,
618,104,22.165,71.045,
619,104,22.165,71.045,
620,104,22.165,71.045,
621,104,22.165,71.045,
622,105,22.165,71.055,
623,106,22.165,71.065,
624,107,22.165,71.075,
625,108,22.165,71.085,
626,109,22.165,71.095,
627,110,22.165,71.105,
628,111,22.165,71.115,
629,112,22.165,71.125,
630,113,22.165,71.135,
631,113,22.165,71.135,
632,113,22.165,71.135,
633,114,22.165,71.145,
634,114,22.165,71.145,
635,114,22.165,71.145,
636,114,22.165,71.145,
637,114,22.165,71.145,
638,114,22.165,71.145,
639,114,22.165,71.145,
640,114,22.165,71.145,
641,114,22.165,71.145,
642,114,22.165,71.145,
643,114,22.165,71.145,
644,114,22.165,71.145,
645,114,22.165,71.145,
646,114,22.165,71.145,
647,114,22.165,71.145,
648,114,22.165,71.145,
649,114,22.165,71.145,
650,114,22.165,71.145,
651,115,22.165,71.155,
652,115,22.165,71.155,
653,115,22.165,71.155,
654,115,22.165,71.155,
655,115,22.165,71.155,
656,115,22.165,71.155,
657,115,22.165,71.155,
658,115,22.165,71.155,
659,115,22.165,71.155,
660,115,22.165,71.155,
661,115,22.165,71.155,
662,115,22.165,71.155,
663,115,22.165,71.155,
664,115,22.165,71.155,
665,115,22.165,71.155,
666,115,22.165,71.155,
667,115,22.165,71.155,
668,115,22.165,71.155,
669,115,22.165,71.155,
670,115,22.165,71.155,
671,115,22.165,71.155,
672,115,22.165,71.155,
673,115,22.165,71.155,
674,115,22.165,71.155,
675,115,22.165,71.155,
676,115,22.165,71.155,
677,115,22.165,71.155,
678,115,22.165,71.155,
679,115,22.165,71.155,
680,115,22.165,71.155,
681,115,22.165,71.155,
682,115,22.165,71.155,
683,115,22.165,71.155,
684,115,22.165,71.155,
685,116,22.165,71.165,
686,116,22.165,71.165,
687,116,22.165,71.165,
688,116,22.165,71.165,
689,116,22.165,71.165,
690,116,22.165,71.165,
691,116,22.165,71.165,
692,116,22.165,71.165,
693,116,22.165,71.165,
694,116,22.165,71.165,
695,116,22.165,71.165,
696,116,22.165,71.165,
697,116,22.165,71.165,
698,116,22.165,71.165,
699,116,22.165,71.165,
700,116,22.165,71.165,
701,116,22.165,71.165,
702,116,22.165,71.165,
703,116,22.165,71.165,
704,116,22.165,71.165,
705,116,22.165,71.165,
706,116,22.165,71.165,
707,116,22.165,71.165,
708,116,22.165,71.165,
709,116,22.165,71.165,
710,116,22.165,71.165,
711,116,22.165,71.165,
712,116,22.165,71.165,
713,116,22.165,71.165,
714,116,22.165,71.165,
715,116,22.165,71.165,
716,116,22.165,71.165,
717,116,22.165,71.165,
718,116,22.165,71.165,
719,117,22.165,71.175,
720,117,22.165,71.175,
721,117,22.165,71.175,
722,117,22.165,71.175,
723,117,22.165,71.175,
724,117,22.165,71.175,
725,117,22.165,71.175,
726,117,22.165,71.175,
727,117,22.165,71.175,
728,117,22.165,71.175,
729,117,22.165,71.175,
730,117,22.165,71.175,
731,117,22.165,71.175,
732,117,22.165,71.175,
733,117,22.165,71.175,
734,117,22.165,71.175,
735,117,22.165,71.175,
736,117,22.165,71.175,
737,117,22.165,71.175,
738,117,22.165,71.175,
739,117,22.165,71.175,
740,117,22.165,71.175,
741,117,22.165,71.175,
742,117,22.165,71.175,
743,117,22.165,71.175,
744,117,22.165,71.175,
745,117,22.165,71.175,
746,117,22.165,71.175,
747,117,22.165,71.175,
748,117,22.165,71.175,
749,117,22.165,71.175,
750,117,22.165,71.175,
751,117,22.165,71.175,
752,117,22.165,71.175,
753,117,22.165,71.175,
754,117,22.165,71.175,
755,117,22.165,71.175,
756,117,22.165,71.175,
757,118,22.165,71.185,
758,118,22.165,71.185,
759,118,22.165,71.185,
760,118,22.165,71.185,
761,118,22.165,71.185,
762,118,22.165,71.185,
763,118,22.165,71.185,
764,118,22.165,71.185,
765,118,22.165,71.185,
766,118,22.165,71.185,
767,118,22.165,71.185,
768,118,22.165,71.185,
769,118,22.165,71.185,
770,118,22.165,71.185,
771,118,22.165,71.185,
772,118,22.165,71.185,
773,118,22.165,71.185,
774,118,22.165,71.185,
775,118,22.165,71.185,
776,118,22.165,71.185,
777,118,22.165,71.185,
778,118,22.165,71.185,
779,118,22.165,71.185,
780,118,22.165,71.185,
781,118,22.165,71.185,
782,118,22.165,71.185,
783,118,22.165,71.185,
784,118,22.165,71.185,
785,118,22.165,71.185,
786,118,22.165,71.185,
787,118,22.165,71.185,
788,118,22.165,71.185,
789,118,22.165,71.185,
790,118,22.165,71.185,
791,118,22.165,71.185,
792,118,22.165,71.185,
793,118,22.165,71.185,
794,118,22.165,71.185,
795,119,22.165,71.195,
796,119,22.165,71.195,
797,119,22.165,71.195,
798,119,22.165,71.195,
799,119,22.165,71.195,
800,119,22.165,71.195,
801,119,22.165,71.195,
802,119,22.165,71.195,
803,119,22.165,71.195,
804,119,22.165,71.195,
805,119,22.165,71.195,
806,119,22.165,71.195,
807,119,22.165,71.195,
808,119,22.165,71.195,
809,119,22.165,71.195,
810,119,22.165,71.195,
811,119,22.165,71.195,
812,119,22.165,71.195,
813,119,22.165,71.195,
814,119,22.165,71.195,
815,119,22.165,71.195,
816,119,22.165,71.195,
817,119,22.165,71.195,
818,119,22.165,71.195,
819,119,22.165,71.195,
820,119,22.165,71.195,
821,119,22.165,71.195,
822,119,22.165,71.195,
823,119,22.165,71.195,
824,119,22.165,71.195,
825,119,22.165,71.195,
826,119,22.165,71.195,
827,119,22.165,71.195,
828,119,22.165,71.195,
829,119,22.165,71.195,
830,119,22.165,71.195,
831,119,22.165,71.195,
832,119,22.165,71.195,
833,119,22.165,71.195,
834,120,22.165,71.205,
835,120,22.165,71.205,
836,120,22.165,71.205,
837,120,22.165,71.205,
838,120,22.165,71.205,
839,120,22.165,71.205,
840,120,22.165,71.205,
841,120,22.165,71.205,
842,120,22.165,71.205,
843,120,22.165,71.205,
844,120,22.165,71.205,
845,120,22.165,71.205,
846,120,22.165,71.205,
847,120,22.165,71.205,
848,120,22.165,71.205,
849,120,22.165,71.205,
850,120,22.165,71.205,
851,120,22.165,71.205,
852,120,22.165,71.205,
853,120,22.165,71.205,
854,120,22.165,71.205,
855,120,22.165,71.205,
856,120,22.165,71.205,
857,120,22.165,71.205,
858,120,22.165,71.205,
859,120,22.165,71.205,
860,120,22.165,71.205,
861,120,22.165,71.205,
862,120,22.165,71.205,
863,120,22.165,71.205,
864,120,22.165,71.205,
865,120,22.165,71.205,
866,120,22.165,71.205,
867,120,22.165,71.205,
868,120,22.165,71.205,
869,120,22.165,71.205,
870,120,22.165,71.205,
871,120,22.165,71.205,
872,120,22.165,71.205,
873,120,22.165,71.205,
874,120,22.165,71.205,
875,120,22.165,71.205,
876,121,22.165,71.215,
877,121,22.165,71.215,
878,121,22.165,71.215,
879,121,22.165,71.215,
880,121,22.165,71.215,
881,121,22.165,71.215,
882,121,22.165,71.215,
883,121,22.165,71.215,
884,121,22.165,71.215,
885,121,22.165,71.215,
886,121,22.165,71.215,
887,121,22.165,71.215,
888,121,22.165,71.215,
889,121,22.165,71.215,
890,121,22.165,71.215,
891,121,22.165,71.215,
892,121,22.165,71.215,
893,121,22.165,71.215,
894,121,22.165,71.215,
895,121,22.165,71.215,
896,121,22.165,71.215,
897,121,22.165,71.215,
898,121,22.165,71.215,
899,121,22.165,71.215,
900,121,22.165,71.215,
901,121,22.165,71.215,
902,121,22.165,71.215,
903,121,22.165,71.215,
904,121,22.165,71.215,
905,121,22.165,71.215,
906,121,22.165,71.215,
907,121,22.165,71.215,
908,121,22.165,71.215,
909,121,22.165,71.215,
910,121,22.165,71.215,
911,121,22.165,71.215,
912,121,22.165,71.215,
913,121,22.165,71.215,
914,122,22.165,71.225,
915,122,22.165,71.225,
916,122,22.165,71.225,
917,122,22.165,71.225,
918,122,22.165,71.225,
919,122,22.165,71.225,
920,122,22.165,71.225,
921,122,22.165,71.225,
922,122,22.165,71.225,
923,122,22.165,71.225,
924,122,22.165,71.225,
925,122,22.165,71.225,
926,122,22.165,71.225,
927,122,22.165,71.225,
928,122,22.165,71.225,
929,122,22.165,71.225,
930,122,22.165,71.225,
931,122,22.165,71.225,
932,122,22.165,71.225,
933,122,22.165,71.225,
934,122,22.165,71.225,
935,122,22.165,71.225,
936,123,22.165,71.235,
937,124,22.165,71.245,
938,125,22.165,71.255,
939,126,22.165,71.265,
940,127,22.165,71.275,
941,128,22.165,71.285,
942,129,22.165,71.295,
943,130,22.165,71.305,
944,131,22.165,71.315,
945,132,22.155,70.885,
946,133,22.155,70.895,
947,134,22.155,70.905,
948,135,22.155,70.915,
949,136,22.155,70.925,
950,137,22.155,70.935,
951,138,22.155,70.945,
952,139,22.155,70.955,
953,140,22.155,70.965,
954,140,22.155,70.965,
955,140,22.155,70.965,
956,140,22.155,70.965,
957,141,22.155,70.975,
958,141,22.155,70.975,
959,141,22.155,70.975,
960,141,22.155,70.975,
961,141,22.155,70.975,
962,141,22.155,70.975,
963,141,22.155,70.975,
964,141,22.155,70.975,
965,141,22.155,70.975,
966,141,22.155,70.975,
967,141,22.155,70.975,
968,141,22.155,70.975,
969,141,22.155,70.975,
970,141,22.155,70.975,
971,142,22.155,70.985,
972,142,22.155,70.985,
973,142,22.155,70.985,
974,142,22.155,70.985,
975,142,22.155,70.985,
976,142,22.155,70.985,
977,142,22.155,70.985,
978,142,22.155,70.985,
979,142,22.155,70.985,
980,142,22.155,70.985,
981,142,22.155,70.985,
982,142,22.155,70.985,
983,142,22.155,70.985,
984,142,22.155,70.985,
985,142,22.155,70.985,
986,142,22.155,70.985,
987,142,22.155,70.985,
988,142,22.155,70.985,
989,142,22.155,70.985,
990,142,22.155,70.985,
991,142,22.155,70.985,
992,142,22.155,70.985,
993,142,22.155,70.985,
994,142,22.155,70.985,
995,142,22.155,70.985,
996,142,22.155,70.985,
997,142,22.155,70.985,
998,142,22.155,70.985,
999,142,22.155,70.985,
1000,142,22.155,70.985,
1001,143,22.155,70.995,
1002,143,22.155,70.995,
1003,143,22.155,70.995,
1004,143,22.155,70.995,
1005,143,22.155,70.995,
1006,143,22.155,70.995,
1007,143,22.155,70.995,
1008,143,22.155,70.995,
1009,143,22.155,70.995,
1010,143,22.155,70.995,
1011,143,22.155,70.995,
1012,143,22.155,70.995,
1013,143,22.155,70.995,
1014,143,22.155,70.995,
1015,143,22.155,70.995,
1016,143,22.155,70.995,
1017,143,22.155,70.995,
1018,143,22.155,70.995,
1019,143,22.155,70.995,
1020,143,22.155,70.995,
1021,143,22.155,70.995,
1022,143,22.155,70.995,
1023,143,22.155,70.995,
1024,143,22.155,70.995,
1025,143,22.155,70.995,
1026,143,22.155,70.995,
1027,143,22.155,70.995,
1028,143,22.155,70.995,
1029,143,22.155,70.995,
1030,143,22.155,70.995,
1031,143,22.155,70.995,
1032,143,22.155,70.995,
1033,143,22.155,70.995,
1034,143,22.155,70.995,
1035,143,22.155,70.995,
1036,143,22.155,70.995,
1037,143,22.155,70.995,
1038,143,22.155,70.995,
1039,143,22.155,70.995,
1040,143,22.155,70.995,
1041,143,22.155,70.995,
1042,143,22.155,70.995,
1043,144,22.155,71.005,
1044,144,22.155,71.005,
1045,144,22.155,71.005,
1046,144,22.155,71.005,
1047,144,22.155,71.005,
1048,144,22.155,71.005,
1049,144,22.155,71.005,
1050,144,22.155,71.005,
1051,144,22.155,71.005,
1052,144,22.155,71.005,
1053,144,22.155,71.005,
1054,144,22.155,71.005,
1055,144,22.155,71.005,
1056,144,22.155,71.005,
1057,144,22.155,71.005,
1058,144,22.155,71.005,
1059,144,22.155,71.005,
1060,144,22.155,71.005,
1061,144,22.155,71.005,
1062,144,22.155,71.005,
1063,144,22.155,71.005,
1064,144,22.155,71.005,
1065,144,22.155,71.005,
1066,144,22.155,71.005,
1067,144,22.155,71.005,
