,grid_id,lat,lon,type,include,area,irrigation,drip,well,add_bw,efficiency,water,cd,livestock
55,29,22.185,71.175,Sm,1,1.45,0,0,0,0,0.5,0,0,1
56,29,22.185,71.175,Sm,1,1.45,0,0,0,0,0.5,0,0,1
57,29,22.185,71.175,Sm,1,1.45,0,0,0,0,0.5,0,0,1
58,29,22.185,71.175,Sme,1,2.7,0,0,0,0,0.5,0,0,0
59,29,22.185,71.175,Sme,1,2.7,0,0,0,0,0.5,0,0,1
60,29,22.185,71.175,Sme,1,2.7,0,0,0,0,0.5,0,0,1
61,29,22.185,71.175,Me,1,5.7,0,0,0,0,0.5,0,0,1
62,30,22.185,71.185,Mr,1,0.67,1,0,1,1,0.5,0,0,1
63,30,22.185,71.185,Mr,1,0.67,1,0,1,0,0.5,0,0,0
64,30,22.185,71.185,Mr,1,0.67,1,1,1,0,0.8,0,0,1
65,30,22.185,71.185,Mr,1,0.67,1,0,1,0,0.5,0,0,1
66,30,22.185,71.185,Mr,1,0.67,1,0,1,1,0.5,0,0,1
67,30,22.185,71.185,Mr,1,0.67,1,0,1,0,0.5,0,0,1
68,30,22.185,71.185,Sm,1,1.45,1,0,1,1,0.5,0,0,1
69,30,22.185,71.185,Sm,1,1.45,1,1,1,0,0.8,0,0,1
70,30,22.185,71.185,Sm,1,1.45,1,0,1,0,0.5,0,0,1
71,30,22.185,71.185,Sm,1,1.45,1,1,1,0,0.8,0,0,0
72,30,22.185,71.185,Sm,1,1.45,1,0,1,0,0.5,0,0,1
73,30,22.185,71.185,Sm,1,1.45,1,0,1,0,0.5,0,0,1
74,30,22.185,71.185,Sm,1,1.45,1,1,1,0,0.8,0,0,1
75,30,22.185,71.185,Sm,1,1.45,1,0,1,1,0.5,0,0,1
76,30,22.185,71.185,Sm,1,1.45,1,0,1,0,0.5,0,0,1
77,30,22.185,71.185,Sme,1,2.7,1,0,1,0,0.5,0,0,1
78,30,22.185,71.185,Sme,1,2.7,1,1,1,0,0.8,0,0,1
79,30,22.185,71.185,Sme,1,2.7,1,1,1,1,0.8,0,0,1
80,30,22.185,71.185,Me,1,5.7,1,0,1,1,0.5,0,0,1
81,30,22.185,71.185,Me,1,5.7,1,0,1,0,0.5,0,0,0
82,30,22.185,71.185,Sm,1,1.45,0,0,0,0,0.5,0,0,1
83,30,22.185,71.185,Sme,1,2.7,0,0,0,0,0.5,0,0,1
84,30,22.185,71.185,Sme,1,2.7,0,0,0,0,0.5,0,0,1
85,30,22.185,71.185,Sme,1,2.7,0,0,0,0,0.5,0,0,1
86,31,22.185,71.195,Mr,1,0.67,1,0,1,0,0.5,0,0,1
87,31,22.185,71.195,Mr,1,0.67,1,0,1,1,0.5,0,0,0
88,31,22.185,71.195,Mr,1,0.67,1,0,1,0,0.5,0,0,1
89,31,22.185,71.195,Mr,1,0.67,1,0,1,0,0.5,0,0,1
90,31,22.185,71.195,Sm,1,1.45,1,0,1,0,0.5,0,0,1
91,31,22.185,71.195,Sm,1,1.45,1,0,1,0,0.5,0,0,0
92,31,22.185,71.195,Sm,1,1.45,1,0,1,0,0.5,0,0,1
93,31,22.185,71.195,Sm,1,1.45,1,1,1,0,0.8,0,0,1
94,31,22.185,71.195,Sm,1,1.45,1,1,1,0,0.8,0,0,1
95,31,22.185,71.195,Sm,1,1.45,1,0,1,1,0.5,0,0,1
96,31,22.185,71.195,Sm,1,1.45,1,0,1,0,0.5,0,0,1
97,31,22.185,71.195,Sme,1,2.7,1,0,1,0,0.5,0,0,0
98,31,22.185,71.195,Sme,1,2.7,1,0,1,0,0.5,0,0,1
99,31,22.185,71.195,Sme,1,2.7,1,0,1,0,0.5,0,0,1
100,31,22.185,71.195,Sme,1,2.7,1,0,1,1,0.5,0,0,1
101,31,22.185,71.195,Sme,1,2.7,1,0,1,1,0.5,0,0,0
102,31,22.185,71.195,Me,1,5.7,1,0,1,1,0.5,0,0,0
103,31,22.185,71.195,Me,1,5.7,1,0,1,0,0.5,0,0,0
104,31,22.185,71.195,Mr,1,0.67,0,0,0,0,0.5,0,0,1
105,31,22.185,71.195,Mr,1,0.67,0,0,0,0,0.5,0,0,0
106,31,22.185,71.195,Sm,1,1.45,0,0,0,0,0.5,0,0,1
107,31,22.185,71.195,Sm,1,1.45,0,0,0,0,0.5,0,0,1
108,31,22.185,71.195,Sm,1,1.45,0,0,0,0,0.5,0,0,1
109,31,22.185,71.195,Sme,1,2.7,0,0,0,0,0.5,0,0,1
110,32,22.185,71.205,Mr,1,0.67,1,1,1,1,0.8,0,0,1
111,32,22.185,71.205,Mr,1,0.67,1,0,1,0,0.5,0,0,0
112,32,22.185,71.205,Mr,1,0.67,1,1,1,0,0.8,0,0,1
113,32,22.185,71.205,Sm,1,1.45,1,0,1,1,0.5,0,0,1
114,32,22.185,71.205,Sm,1,1.45,1,0,1,1,0.5,0,0,1
115,32,22.185,71.205,Sm,1,1.45,1,0,1,0,0.5,0,0,1
116,32,22.185,71.205,Sm,1,1.45,1,0,1,0,0.5,0,0,1
117,32,22.185,71.205,Sm,1,1.45,1,0,1,0,0.5,0,0,1
118,32,22.185,71.205,Sm,1,1.45,1,0,1,0,0.5,0,0,1
119,32,22.185,71.205,Sm,1,1.45,1,0,1,0,0.5,0,0,1
120,32,22.185,71.205,Sm,1,1.45,1,0,1,0,0.5,0,0,1
121,32,22.185,71.205,Sme,1,2.7,1,1,1,1,0.8,0,0,1
122,32,22.185,71.205,Sme,1,2.7,1,0,1,1,0.5,0,0,1
123,32,22.185,71.205,Sme,1,2.7,1,1,1,1,0.8,0,0,1
124,32,22.185,71.205,Sme,1,2.7,1,0,1,0,0.5,0,0,1
125,32,22.185,71.205,Sme,1,2.7,1,0,1,0,0.5,0,0,1
126,32,22.185,71.205,Sme,1,2.7,1,0,1,1,0.5,0,0,1
127,32,22.185,71.205,Me,1,5.7,1,0,1,0,0.5,0,0,0
128,32,22.185,71.205,Me,1,5.7,1,0,1,1,0.5,0,0,1
129,32,22.185,71.205,Mr,1,0.67,0,0,0,0,0.5,0,0,1
130,32,22.185,71.205,Mr,1,0.67,0,0,0,0,0.5,0,0,1
131,32,22.185,71.205,Mr,1,0.67,0,0,0,0,0.5,0,0,1
132,32,22.185,71.205,Sm,1,1.45,0,0,0,0,0.5,0,0,1
133,32,22.185,71.205,Sm,1,1.45,0,0,0,0,0.5,0,0,1
134,32,22.185,71.205,Sme,1,2.7,0,0,0,0,0.5,0,0,1
135,33,22.185,71.215,Mr,1,0.67,1,0,1,0,0.5,0,0,1
136,33,22.185,71.215,Mr,1,0.67,1,0,1,0,0.5,0,0,0
137,33,22.185,71.215,Mr,1,0.67,1,0,1,0,0.5,0,0,1
138,33,22.185,71.215,Mr,1,0.67,1,0,1,0,0.5,0,0,1
139,33,22.185,71.215,Mr,1,0.67,1,0,1,1,0.5,0,0,1
140,33,22.185,71.215,Sm,1,1.45,1,0,1,1,0.5,0,0,0
141,33,22.185,71.215,Sm,1,1.45,1,1,1,1,0.8,0,0,1
142,33,22.185,71.215,Sm,1,1.45,1,0,1,1,0.5,0,0,1
143,33,22.185,71.215,Sm,1,1.45,1,0,1,1,0.5,0,0,1
144,33,22.185,71.215,Sm,1,1.45,1,0,1,0,0.5,0,0,1
145,33,22.185,71.215,Sm,1,1.45,1,0,1,0,0.5,0,0,1
146,33,22.185,71.215,Sme,1,2.7,1,0,1,1,0.5,0,0,0
147,33,22.185,71.215,Sme,1,2.7,1,0,1,0,0.5,0,0,1
148,33,22.185,71.215,Sme,1,2.7,1,0,1,0,0.5,0,0,0
149,33,22.185,71.215,Sme,1,2.7,1,0,1,0,0.5,0,0,1
150,33,22.185,71.215,Sme,1,2.7,1,0,1,0,0.5,0,0,0
151,33,22.185,71.215,Sm,1,1.45,0,0,0,0,0.5,0,0,1
152,33,22.185,71.215,Sm,1,1.45,0,0,0,0,0.5,0,0,1
153,33,22.185,71.215,Me,1,5.7,0,0,0,0,0.5,0,0,1
154,33,22.185,71.215,Me,1,5.7,0,0,0,0,0.5,0,0,1
155,34,22.185,71.225,Mr,1,0.67,1,0,1,0,0.5,0,0,0
156,34,22.185,71.225,Sm,1,1.45,1,0,1,0,0.5,0,0,1
157,34,22.185,71.225,Sme,1,2.7,1,0,1,1,0.5,0,0,1
158,35,22.185,71.235,0,0,15.7,1,0,1,1,0.5,0,0,1
159,36,22.185,71.245,0,0,15.7,0,0,0,0,0.5,0,0,1
160,37,22.185,71.255,0,0,15.7,1,0,1,0,0.5,0,0,0
161,38,22.185,71.265,0,0,15.7,1,0,1,1,0.5,0,0,0
162,39,22.185,71.275,0,0,15.7,1,0,1,0,0.5,0,0,1
163,40,22.185,71.285,0,0,15.7,1,0,1,0,0.5,0,0,1
164,41,22.185,71.295,0,0,15.7,1,0,1,0,0.5,0,0,0
165,42,22.185,71.305,0,0,15.7,0,0,0,0,0.5,0,0,1
166,43,22.185,71.315,0,0,15.7,1,0,1,0,0.5,0,0,1
167,44,22.175,70.885,0,0,15.7,1,0,1,0,0.5,0,0,1
168,45,22.175,70.895,0,0,15.7,1,0,1,0,0.5,0,0,1
169,46,22.175,70.905,0,0,15.7,1,0,1,0,0.5,0,0,1
170,47,22.175,70.915,0,0,15.7,1,0,1,0,0.5,0,0,1
171,48,22.175,70.925,0,0,15.7,1,0,1,0,0.5,0,0,0
172,49,22.175,70.935,0,0,15.7,1,1,1,0,0.8,0,0,1
173,50,22.175,70.945,0,0,15.7,1,0,1,0,0.5,0,0,1
174,51,22.175,70.955,0,0,15.7,1,1,1,0,0.8,0,0,1
175,52,22.175,70.965,0,0,15.7,1,0,1,0,0.5,0,0,1
176,53,22.175,70.975,Sm,1,1.45,1,0,1,1,0.5,0,0,0
177,54,22.175,70.985,Mr,1,0.67,1,1,1,0,0.8,0,0,1
178,54,22.175,70.985,Sm,1,1.45,1,0,1,1,0.5,0,0,1
179,54,22.175,70.985,Sme,1,2.7,1,0,1,1,0.5,0,0,1
180,55,22.175,70.995,Mr,1,0.67,1,0,1,1,0.5,0,0,1
181,55,22.175,70.995,Sm,1,1.45,1,0,1,0,0.5,0,0,0
182,55,22.175,70.995,Sm,1,1.45,1,0,1,1,0.5,0,0,1
183,55,22.175,70.995,Sm,1,1.45,1,0,1,1,0.5,0,0,1
184,55,22.175,70.995,Sme,1,2.7,1,0,1,1,0.5,0,0,1
185,55,22.175,70.995,Mr,1,0.67,0,0,0,0,0.5,0,0,1
186,55,22.175,70.995,Sme,1,2.7,0,0,0,0,0.5,0,0,1
187,56,22.175,71.005,Sm,1,1.45,1,0,1,0,0.5,0,1,1
188,56,22.175,71.005,Sm,1,1.45,1,0,1,0,0.5,0,1,0
189,56,22.175,71.005,Sm,1,1.45,1,0,1,1,0.5,0,1,1
190,56,22.175,71.005,Sme,1,2.7,1,0,1,1,0.5,0,1,1
191,56,22.175,71.005,Sme,1,2.7,1,0,1,0,0.5,0,1,1
192,56,22.175,71.005,Mr,1,0.67,0,0,0,0,0.5,0,1,1
193,57,22.175,71.015,Mr,1,0.67,1,0,1,1,0.5,0,0,1
194,57,22.175,71.015,Sm,1,1.45,1,0,1,0,0.5,0,0,0
195,57,22.175,71.015,Sme,1,2.7,1,0,1,1,0.5,0,0,1
196,57,22.175,71.015,Sm,1,1.45,0,0,0,0,0.5,0,0,1
197,58,22.175,71.025,Mr,1,0.67,1,0,1,0,0.5,0,1,1
198,58,22.175,71.025,Sm,1,1.45,1,0,1,0,0.5,0,1,1
199,58,22.175,71.025,Sm,1,1.45,1,1,1,0,0.8,0,1,0
200,58,22.175,71.025,Sme,1,2.7,1,1,1,0,0.8,0,1,1
201,59,22.175,71.035,Mr,1,0.67,1,0,1,0,0.5,0,0,0
202,59,22.175,71.035,Sm,1,1.45,1,0,1,0,0.5,0,0,1
203,59,22.175,71.035,Sme,1,2.7,1,0,1,0,0.5,0,0,1
204,60,22.175,71.045,Sm,1,1.45,1,1,1,0,0.8,0,0,1
205,61,22.175,71.055,0,0,15.7,0,0,0,0,0.5,0,0,0
206,62,22.175,71.065,0,0,15.7,1,0,1,0,0.5,0,0,1
207,63,22.175,71.075,0,0,15.7,0,0,0,0,0.5,0,0,0
208,64,22.175,71.085,0,0,15.7,0,0,0,0,0.5,0,0,0
209,65,22.175,71.095,0,0,15.7,1,0,1,0,0.5,0,0,1
210,66,22.175,71.105,0,0,15.7,1,0,1,0,0.5,0,0,0
211,67,22.175,71.115,0,0,15.7,0,0,0,0,0.5,0,0,1
212,68,22.175,71.125,0,0,15.7,1,0,1,0,0.5,0,0,0
213,69,22.175,71.135,0,0,15.7,1,1,1,1,0.8,0,0,1
214,70,22.175,71.145,Mr,1,0.67,1,0,1,0,0.5,0,0,1
215,70,22.175,71.145,Sm,1,1.45,1,0,1,0,0.5,0,0,0
216,70,22.175,71.145,Sm,1,1.45,1,0,1,1,0.5,0,0,0
217,70,22.175,71.145,Sme,1,2.7,0,0,0,0,0.5,0,0,1
218,71,22.175,71.155,Mr,1,0.67,1,1,1,0,0.8,0,0,0
219,71,22.175,71.155,Mr,1,0.67,1,1,1,1,0.8,0,0,1
220,71,22.175,71.155,Sm,1,1.45,1,0,1,1,0.5,0,0,1
221,71,22.175,71.155,Sm,1,1.45,1,0,1,1,0.5,0,0,1
222,71,22.175,71.155,Sm,1,1.45,1,1,1,0,0.8,0,0,1
223,71,22.175,71.155,Sm,1,1.45,1,0,1,0,0.5,0,0,1
224,71,22.175,71.155,Sme,1,2.7,1,0,1,1,0.5,0,0,0
225,71,22.175,71.155,Sme,1,2.7,1,0,1,0,0.5,0,0,1
226,71,22.175,71.155,Me,1,5.7,1,1,1,0,0.8,0,0,1
227,71,22.175,71.155,Sme,1,2.7,0,0,0,0,0.5,0,0,0
228,72,22.175,71.165,Mr,1,0.67,1,0,1,1,0.5,0,0,1
229,72,22.175,71.165,Mr,1,0.67,1,0,1,0,0.5,0,0,0
230,72,22.175,71.165,Mr,1,0.67,1,0,1,1,0.5,0,0,1
231,72,22.175,71.165,Mr,1,0.67,1,1,1,0,0.8,0,0,1
232,72,22.175,71.165,Mr,1,0.67,1,0,1,0,0.5,0,0,1
233,72,22.175,71.165,Mr,1,0.67,1,0,1,0,0.5,0,0,0
234,72,22.175,71.165,Sm,1,1.45,1,0,1,1,0.5,0,0,1
235,72,22.175,71.165,Sm,1,1.45,1,0,1,0,0.5,0,0,0
236,72,22.175,71.165,Sm,1,1.45,1,0,1,0,0.5,0,0,1
237,72,22.175,71.165,Sm,1,1.45,1,0,1,0,0.5,0,0,0
238,72,22.175,71.165,Sm,1,1.45,1,0,1,0,0.5,0,0,1
239,72,22.175,71.165,Sm,1,1.45,1,0,1,1,0.5,0,0,1
240,72,22.175,71.165,Sm,1,1.45,1,0,1,0,0.5,0,0,1
241,72,22.175,71.165,Sme,1,2.7,1,0,1,0,0.5,0,0,1
242,72,22.175,71.165,Sme,1,2.7,1,1,1,1,0.8,0,0,1
243,72,22.175,71.165,Sme,1,2.7,1,0,1,1,0.5,0,0,1
244,72,22.175,71.165,Sme,1,2.7,1,0,1,1,0.5,0,0,0
245,72,22.175,71.165,Sme,1,2.7,1,0,1,0,0.5,0,0,1
246,72,22.175,71.165,Sme,1,2.7,1,0,1,0,0.5,0,0,1
247,72,22.175,71.165,Me,1,5.7,1,0,1,1,0.5,0,0,0
248,72,22.175,71.165,Sm,1,1.45,0,0,0,0,0.5,0,0,1
249,72,22.175,71.165,Sm,1,1.45,0,0,0,0,0.5,0,0,0
250,72,22.175,71.165,Sm,1,1.45,0,0,0,0,0.5,0,0,1
251,72,22.175,71.165,Sm,1,1.45,0,0,0,0,0.5,0,0,0
252,72,22.175,71.165,Sme,1,2.7,0,0,0,0,0.5,0,0,0
253,72,22.175,71.165,Me,1,5.7,0,0,0,0,0.5,0,0,1
254,72,22.175,71.165,Me,1,5.7,0,0,0,0,0.5,0,0,1
255,73,22.175,71.175,Mr,1,0.67,1,0,1,0,0.5,0,0,1
256,73,22.175,71.175,Mr,1,0.67,1,1,1,0,0.8,0,0,1
257,73,22.175,71.175,Mr,1,0.67,1,0,1,0,0.5,0,0,1
258,73,22.175,71.175,Mr,1,0.67,1,0,1,0,0.5,0,0,1
259,73,22.175,71.175,Mr,1,0.67,1,0,1,0,0.5,0,0,1
260,73,22.175,71.175,Mr,1,0.67,1,0,1,1,0.5,0,0,1
261,73,22.175,71.175,Mr,1,0.67,1,1,1,1,0.8,0,0,1
262,73,22.175,71.175,Mr,1,0.67,1,0,1,0,0.5,0,0,1
263,73,22.175,71.175,Sm,1,1.45,1,0,1,0,0.5,0,0,1
264,73,22.175,71.175,Sm,1,1.45,1,0,1,0,0.5,0,0,0
265,73,22.175,71.175,Sm,1,1.45,1,0,1,1,0.5,0,0,0
266,73,22.175,71.175,Sm,1,1.45,1,0,1,0,0.5,0,0,1
267,73,22.175,71.175,Sm,1,1.45,1,0,1,1,0.5,0,0,0
268,73,22.175,71.175,Sm,1,1.45,1,0,1,0,0.5,0,0,0
269,73,22.175,71.175,Sm,1,1.45,1,0,1,0,0.5,0,0,0
270,73,22.175,71.175,Sm,1,1.45,1,1,1,0,0.8,0,0,0
271,73,22.175,71.175,Sm,1,1.45,1,0,1,0,0.5,0,0,0
272,73,22.175,71.175,Sm,1,1.45,1,0,1,0,0.5,0,0,1
273,73,22.175,71.175,Sm,1,1.45,1,1,1,0,0.8,0,0,1
274,73,22.175,71.175,Sm,1,1.45,1,1,1,0,0.8,0,0,1
275,73,22.175,71.175,Sme,1,2.7,1,0,1,0,0.5,0,0,0
276,73,22.175,71.175,Sme,1,2.7,1,0,1,0,0.5,0,0,1
277,73,22.175,71.175,Sme,1,2.7,1,0,1,0,0.5,0,0,1
278,73,22.175,71.175,Sme,1,2.7,1,0,1,0,0.5,0,0,0
279,73,22.175,71.175,Sme,1,2.7,1,0,1,0,0.5,0,0,1
280,73,22.175,71.175,Sme,1,2.7,1,0,1,0,0.5,0,0,0
281,73,22.175,71.175,Sme,1,2.7,1,0,1,0,0.5,0,0,0
282,73,22.175,71.175,Sme,1,2.7,1,0,1,0,0.5,0,0,0
283,73,22.175,71.175,Me,1,5.7,1,0,1,0,0.5,0,0,1
284,73,22.175,71.175,Me,1,5.7,1,0,1,0,0.5,0,0,0
285,73,22.175,71.175,Me,1,5.7,1,0,1,1,0.5,0,0,1
286,73,22.175,71.175,Mr,1,0.67,0,0,0,0,0.5,0,0,1
287,73,22.175,71.175,Sm,1,1.45,0,0,0,0,0.5,0,0,1
288,73,22.175,71.175,Sm,1,1.45,0,0,0,0,0.5,0,0,1
289,73,22.175,71.175,Sm,1,1.45,0,0,0,0,0.5,0,0,1
290,73,22.175,71.175,Sme,1,2.7,0,0,0,0,0.5,0,0,0
291,73,22.175,71.175,Sme,1,2.7,0,0,0,0,0.5,0,0,0
292,73,22.175,71.175,Me,1,5.7,0,0,0,0,0.5,0,0,1
293,74,22.175,71.185,Mr,1,0.67,1,0,1,1,0.5,0,0,1
294,74,22.175,71.185,Mr,1,0.67,1,0,1,0,0.5,0,0,1
295,74,22.175,71.185,Mr,1,0.67,1,0,1,0,0.5,0,0,0
296,74,22.175,71.185,Mr,1,0.67,1,1,1,0,0.8,0,0,1
297,74,22.175,71.185,Mr,1,0.67,1,0,1,1,0.5,0,0,1
298,74,22.175,71.185,Mr,1,0.67,1,0,1,0,0.5,0,0,1
299,74,22.175,71.185,Sm,1,1.45,1,0,1,0,0.5,0,0,1
300,74,22.175,71.185,Sm,1,1.45,1,1,1,0,0.8,0,0,1
301,74,22.175,71.185,Sm,1,1.45,1,0,1,1,0.5,0,0,1
302,74,22.175,71.185,Sm,1,1.45,1,0,1,1,0.5,0,0,1
303,74,22.175,71.185,Sm,1,1.45,1,0,1,1,0.5,0,0,0
304,74,22.175,71.185,Sm,1,1.45,1,1,1,0,0.8,0,0,1
305,74,22.175,71.185,Sm,1,1.45,1,1,1,1,0.8,0,0,1
306,74,22.175,71.185,Sm,1,1.45,1,0,1,1,0.5,0,0,0
307,74,22.175,71.185,Sm,1,1.45,1,0,1,1,0.5,0,0,1
308,74,22.175,71.185,Sm,1,1.45,1,0,1,0,0.5,0,0,1
309,74,22.175,71.185,Sme,1,2.7,1,0,1,0,0.5,0,0,1
310,74,22.175,71.185,Sme,1,2.7,1,0,1,0,0.5,0,0,0
311,74,22.175,71.185,Sme,1,2.7,1,1,1,1,0.8,0,0,1
312,74,22.175,71.185,Sme,1,2.7,1,0,1,1,0.5,0,0,1
313,74,22.175,71.185,Sme,1,2.7,1,0,1,1,0.5,0,0,0
314,74,22.175,71.185,Sme,1,2.7,1,0,1,0,0.5,0,0,0
315,74,22.175,71.185,Sme,1,2.7,1,0,1,0,0.5,0,0,1
316,74,22.175,71.185,Me,1,5.7,1,0,1,0,0.5,0,0,1
317,74,22.175,71.185,Me,1,5.7,1,0,1,1,0.5,0,0,1
318,74,22.175,71.185,Me,1,5.7,1,1,1,0,0.8,0,0,1
319,74,22.175,71.185,Mr,1,0.67,0,0,0,0,0.5,0,0,1
320,74,22.175,71.185,Mr,1,0.67,0,0,0,0,0.5,0,0,1
321,74,22.175,71.185,Sm,1,1.45,0,0,0,0,0.5,0,0,0
322,74,22.175,71.185,Sm,1,1.45,0,0,0,0,0.5,0,0,0
323,74,22.175,71.185,Sm,1,1.45,0,0,0,0,0.5,0,0,1
324,74,22.175,71.185,Sm,1,1.45,0,0,0,0,0.5,0,0,1
325,74,22.175,71.185,Sme,1,2.7,0,0,0,0,0.5,0,0,1
326,74,22.175,71.185,Sme,1,2.7,0,0,0,0,0.5,0,0,0
327,75,22.175,71.195,Mr,1,0.67,1,1,1,0,0.8,0,0,0
328,75,22.175,71.195,Mr,1,0.67,1,0,1,1,0.5,0,0,0
329,75,22.175,71.195,Mr,1,0.67,1,0,1,1,0.5,0,0,1
330,75,22.175,71.195,Mr,1,0.67,1,0,1,0,0.5,0,0,1
331,75,22.175,71.195,Mr,1,0.67,1,0,1,0,0.5,0,0,1
332,75,22.175,71.195,Sm,1,1.45,1,0,1,1,0.5,0,0,1
333,75,22.175,71.195,Sm,1,1.45,1,1,1,1,0.8,0,0,0
334,75,22.175,71.195,Sm,1,1.45,1,0,1,0,0.5,0,0,1
335,75,22.175,71.195,Sm,1,1.45,1,0,1,1,0.5,0,0,1
336,75,22.175,71.195,Sm,1,1.45,1,0,1,0,0.5,0,0,1
337,75,22.175,71.195,Sm,1,1.45,1,0,1,0,0.5,0,0,1
338,75,22.175,71.195,Sm,1,1.45,1,0,1,1,0.5,0,0,1
339,75,22.175,71.195,Sm,1,1.45,1,0,1,0,0.5,0,0,1
340,75,22.175,71.195,Sme,1,2.7,1,0,1,1,0.5,0,0,1
341,75,22.175,71.195,Sme,1,2.7,1,0,1,0,0.5,0,0,1
342,75,22.175,71.195,Sme,1,2.7,1,0,1,1,0.5,0,0,1
343,75,22.175,71.195,Sme,1,2.7,1,0,1,0,0.5,0,0,1
344,75,22.175,71.195,Sme,1,2.7,1,0,1,1,0.5,0,0,1
345,75,22.175,71.195,Sme,1,2.7,1,0,1,0,0.5,0,0,1
346,75,22.175,71.195,Me,1,5.7,1,0,1,1,0.5,0,0,1
347,75,22.175,71.195,Me,1,5.7,1,0,1,0,0.5,0,0,1
348,75,22.175,71.195,Mr,1,0.67,0,0,0,0,0.5,0,0,0
349,75,22.175,71.195,Mr,1,0.67,0,0,0,0,0.5,0,0,1
